,time,interface_height,interface_width,data_set
0,0.0,0.0,40.29953313739888,190305
1,0.16666666666666666,4.544052293221738,22.647578044315754,190305
2,0.3333333333333333,-4.797859947361586,39.22057036405336,190305
3,0.5,2.9466712689304018,24.071211518732,190305
4,0.6666666666666666,11.317362039953425,29.76494021704291,190305
5,0.8333333333333334,10.186499546964683,33.24556738515317,190305
6,1.0,14.089614704232645,35.5504178101434,190305
7,1.1666666666666667,16.51238296587138,32.08304343175748,190305
8,1.3333333333333333,15.86594468654272,40.97201207673748,190305
9,1.5,22.5711912672046,32.833922930691564,190305
10,1.6666666666666667,23.70280881908792,30.81517381418959,190305
11,1.8333333333333333,25.071838460542835,20.98591957589921,190305
12,2.0,19.57188160676532,37.548874578982776,190305
13,2.1666666666666665,32.06465461448852,30.0709043262147,190305
14,2.333333333333333,31.76489623333481,29.04421178180129,190305
15,2.5,35.743733011174925,24.24609630710036,190305
16,2.6666666666666665,37.9157138542521,25.525305065344643,190305
17,2.833333333333333,42.561051904905746,33.02444686847555,190305
18,3.0,38.922962419640214,39.494620813684634,190305
19,3.1666666666666665,39.824826336454294,39.9121199892561,190305
20,3.333333333333333,42.767722310911715,42.25304025202095,190305
21,3.5,51.2036717435389,27.14207090748995,190305
22,3.6666666666666665,49.55214220994952,26.58572666955025,190305
23,3.8333333333333335,50.31043707123445,26.45250747227193,190305
24,4.0,54.1946757561376,27.57410616978889,190305
25,4.166666666666667,54.668852741942494,26.73469792884126,190305
26,4.333333333333333,53.5963455149502,28.13952331470389,190305
27,4.5,63.50509125426072,25.004650582049347,190305
28,4.666666666666667,63.23337791776335,23.019998039520768,190305
29,4.833333333333333,59.110001294386684,30.65672143641404,190305
30,5.0,59.01960995814818,31.214178055946626,190305
31,5.166666666666667,60.80877594166635,32.00974214715726,190305
32,5.333333333333333,68.25398023903011,28.48271742528081,190305
33,5.5,64.04485049833886,33.46192877863042,190305
34,5.666666666666668,68.8159597877206,29.11432815633218,190305
35,5.833333333333332,65.76250161798339,33.561321156580675,190305
36,6.0,68.61144669284204,35.92587742547346,190305
37,6.166666666666668,67.3923501747422,34.78084513882833,190305
38,6.333333333333332,77.81712473572941,19.4127961791692,190305
39,6.5,74.04528196056435,25.546997247164203,190305
40,6.666666666666668,69.74640807697284,34.09874698584925,190305
41,6.833333333333332,83.64348276308408,23.492590995272746,190305
42,7.0,87.84905294041509,21.905616136437434,190305
43,7.166666666666668,69.99892134443627,36.903603934155576,190305
44,7.333333333333332,86.32868792337234,26.37742535266213,190305
45,7.5,75.66865858394095,31.693080438794762,190305
46,7.666666666666668,79.42669456789059,28.19533736433319,190305
47,7.833333333333332,83.80700694654182,28.891140354462145,190305
48,8.0,71.56448202959831,36.77077935085729,190305
49,8.166666666666666,74.37578202528374,41.63107921770791,190305
50,8.333333333333334,78.63668723303277,33.48767458580506,190305
51,8.5,89.71706864564008,23.08184028927556,190305
52,8.666666666666666,87.07716701902746,34.50004000832329,190305
53,8.833333333333334,87.12225482159039,26.14150849687416,190305
54,9.0,99.04916512059371,22.15326349832007,190305
55,9.166666666666666,95.5617638175778,24.541489969836,190305
56,9.333333333333334,102.07414678344911,27.097020614573122,190305
57,9.5,92.079647926824,33.017511237719866,190305
58,9.666666666666666,98.73171678819523,22.921118121058374,190305
59,9.833333333333334,99.43866764464777,21.341835927072886,190305
60,10.0,102.15526168183978,28.039466113889198,190305
61,10.166666666666666,98.88790611381971,25.123574937012464,190305
62,10.333333333333334,101.39351512275101,24.05232350701633,190305
63,10.5,107.7072097337878,26.047849187749527,190305
64,10.666666666666666,111.39901626612591,28.03200291930166,190305
65,10.833333333333336,103.79956422315227,23.25775607828868,190305
66,11.0,113.81574405660784,26.057027189414875,190305
67,11.166666666666664,120.28217629546538,31.925590517393875,190305
68,11.333333333333336,120.43793415886438,35.029169831059754,190305
69,11.5,110.68160245070543,25.24065087942396,190305
70,11.666666666666664,119.45517107477235,31.46683329199818,190305
71,11.833333333333336,114.09414505760022,28.374492156619198,190305
72,12.0,127.02010613970755,29.391068373110322,190305
0,0.0,0.0,21.955038967660826,190314
1,0.16666666666666666,-9.932205310269298,18.223773193507192,190314
2,0.3333333333333333,4.078067756921087,17.542107770153315,190314
3,0.5,11.880783321373197,20.475840858044,190314
4,0.6666666666666666,7.736526041469915,18.18275737320821,190314
5,0.8333333333333334,18.932564112248315,19.300298624996927,190314
6,1.0,11.4394568871096,19.061140641568443,190314
7,1.1666666666666667,20.92183782150539,20.757929175011782,190314
8,1.3333333333333333,24.375118026966792,19.25404554026093,190314
9,1.5,27.566944895569804,19.736911327812294,190314
10,1.6666666666666667,22.335989726932784,18.998645828999848,190314
11,1.8333333333333333,30.622521433697216,18.278820026033046,190314
12,2.0,33.10854704082794,18.382232799589342,190314
13,2.1666666666666665,36.069041054500076,18.63420463642245,190314
14,2.333333333333333,38.7377724062394,18.3095369193366,190314
15,2.5,40.257865317067626,18.286661414874835,190314
16,2.6666666666666665,40.89964875174678,18.17887610913249,190314
17,2.833333333333333,47.66042225327647,17.882361451362673,190314
18,3.0,40.67860784832112,17.855216443143693,190314
19,3.1666666666666665,52.89081089247271,17.021450956040262,190314
20,3.333333333333333,45.647637572232505,17.878561627130587,190314
21,3.5,49.08902065944028,17.505466651676993,190314
22,3.6666666666666665,51.32020243985346,18.306950354595628,190314
23,3.8333333333333335,50.56690712694036,18.418223397500284,190314
24,4.0,56.54879706915439,18.036423947433068,190314
25,4.166666666666667,54.01253918495296,18.65164527109386,190314
26,4.333333333333333,50.85309891604038,17.077102837449655,190314
27,4.5,51.99116214072592,17.116039666272954,190314
28,4.666666666666667,55.780583147637564,18.506508513836238,190314
29,4.833333333333333,61.35183366695628,17.54396342471291,190314
30,5.0,61.81723760244735,16.844980038598536,190314
31,5.166666666666667,58.74513728896785,16.816646643470513,190314
32,5.333333333333333,61.95783132530119,16.58336037370799,190314
33,5.5,66.53095139177401,16.934331786361106,190314
34,5.666666666666668,60.282320504588824,18.380341904064228,190314
35,5.833333333333332,63.84664048041691,19.022325075376,190314
36,6.0,62.58545152396414,18.489658829868862,190314
37,6.166666666666668,64.02641915624882,18.038539913709872,190314
38,6.333333333333332,63.99733731162893,18.37752874478325,190314
39,6.5,63.3722664954488,17.147208348438188,190314
40,6.666666666666668,66.38261509989798,18.39864569354816,190314
41,6.833333333333332,68.07908750991429,18.865947406317755,190314
42,7.0,72.81470710427914,17.477788261377107,190314
43,7.166666666666668,66.59496921856703,18.900083577085887,190314
44,7.333333333333332,73.64420062695922,17.093583409905474,190314
45,7.5,76.18848434490316,17.64179346292877,190314
46,7.666666666666668,73.5738565547456,17.12381981792988,190314
47,7.833333333333332,73.2216640858103,17.20297280425521,190314
48,8.0,75.90295350681721,16.21605423288447,190314
49,8.166666666666666,77.26753408618801,15.45894854875006,190314
50,8.333333333333334,76.17545416776818,16.569950240002207,190314
51,8.5,73.17464214223662,17.438644589942864,190314
52,8.666666666666666,76.67815462476871,14.88400999197492,190314
53,8.833333333333334,80.87443819163809,14.880603311591566,190314
54,9.0,75.87878158401634,14.879466552147472,190314
55,9.166666666666666,80.36522264607015,15.457052191442793,190314
56,9.333333333333334,81.69741662575063,14.248515255459301,190314
57,9.5,79.94296936964156,14.89506772032959,190314
58,9.666666666666666,80.96829323563837,16.327882318216485,190314
59,9.833333333333334,76.4070702874193,15.819261328334218,190314
60,10.0,84.17097858518706,13.865815021365304,190314
61,10.166666666666666,78.75410733844467,17.93238775023407,190314
62,10.333333333333334,85.7123163500397,14.159063858428784,190314
63,10.5,88.70066472787698,17.119075661816243,190314
64,10.666666666666666,88.8331381954149,16.34799188772866,190314
65,10.833333333333336,92.02166030894742,17.464978675052098,190314
66,11.0,88.68650149186091,17.333286690049498,190314
67,11.166666666666664,90.25947048381613,15.061251472847813,190314
68,11.333333333333336,88.86278656947536,16.29904206146363,190314
69,11.5,93.792914605129,13.836696160991465,190314
70,11.666666666666664,88.63069834195721,15.97247479022865,190314
71,11.833333333333336,93.49152094270494,20.83310018015191,190314
72,12.0,93.4828341579483,20.48295656196136,190314
73,12.166666666666664,92.83972882124112,16.474338553937642,190314
74,12.333333333333336,92.07963515504015,20.101761000639343,190314
75,12.5,94.4129810779167,17.577851593517654,190314
76,12.666666666666664,89.36756430109153,21.89752137739881,190314
77,12.833333333333336,91.97274993390488,21.774926132752643,190314
78,13.0,88.8845035313668,19.70956506262231,190314
79,13.166666666666664,97.36082260074785,19.500225633604526,190314
80,13.333333333333336,90.01737356951321,17.65908010621411,190314
