"{eO, eM, eta, xi, tau, D1, alpha, rhodA, rhodB, aRho, aPhi, rhoh}","{xmin, xmax, tmax, deltat, deltavUnits}","{vInferred, DeltaphiInferred, vInferredMicrons, phiWidthMicrons}"
12960.,388.8,3.6,2.88,10.,15.,3.5e-6,0.0067,0.0077,4.,4.,0.001,"{-1500., 1500., 8., 30., 0.5}","{0.1, 0.03728287449886646, 18.75, ϕwidth}"
